order_id,product_id,add_to_cart_order,reordered
30688,57,5,0
34659,9,5,1
4696,30,9,1
21919,49,5,0
45717,90,3,0
38765,66,4,1
44534,35,1,1
30383,97,4,1
32748,66,3,0
5959,15,3,1
29068,81,7,1
17248,97,4,1
15265,11,3,1
41446,42,10,1
8998,1,3,1
22147,42,8,1
15393,21,8,1
36289,17,4,0
24038,76,2,1
39585,86,4,1
31022,25,5,0
6742,26,1,1
14472,91,7,0
31618,28,10,0
31604,93,6,1
42062,71,3,1
49517,47,6,1
11726,45,3,1
9944,38,7,1
22318,49,6,1
18376,78,2,1
11656,23,2,0
44711,47,3,1
13416,24,9,1
5657,13,9,1
16712,51,10,1
26341,61,5,0
8652,60,3,1
19723,33,2,1
19692,71,10,1
19071,99,5,0
34963,87,7,1
21778,36,8,0
44930,25,10,0
17681,49,8,0
26818,88,7,1
22418,94,2,1
21311,62,2,1
36839,48,2,1
28527,56,9,0
42253,43,6,1
29901,90,7,1
21212,24,1,1
29776,14,5,1
42586,23,1,0
27889,62,1,1
5245,58,10,0
39434,83,10,1
27960,13,6,1
18677,85,3,0
6929,76,9,1
7213,32,7,1
27771,47,10,1
42031,28,8,0
11459,79,1,1
33478,11,4,1
5485,17,4,1
32178,59,8,0
49107,38,4,0
42590,54,5,0
15887,78,3,1
14774,25,1,1
48440,86,8,1
5689,73,4,0
38937,31,1,0
24715,39,10,1
20058,88,7,0
3478,99,2,0
17714,98,2,1
42809,66,4,1
16867,62,10,0
35161,71,8,0
18866,96,6,1
16342,15,8,1
10634,6,9,1
24059,41,2,1
44275,72,5,1
45849,61,7,1
19721,80,8,1
15630,91,8,1
11444,27,4,1
2340,8,1,0
26370,67,7,1
3222,8,9,1
5691,19,6,1
11029,10,9,1
6983,32,6,1
13306,54,2,0
36074,31,4,0
39841,9,4,0
17187,30,6,0
30194,84,5,1
23622,67,8,1
25025,97,4,1
41255,4,7,1
25820,34,5,1
44177,18,9,0
28511,75,4,0
32443,30,6,0
23826,19,9,1
29392,87,9,0
8433,58,7,1
31503,1,6,0
34217,73,2,1
37449,66,4,0
14945,52,5,0
41185,35,9,1
39400,31,5,0
41138,81,8,1
47624,54,7,1
26286,31,5,1
9104,13,7,0
13277,89,1,0
25430,85,6,1
45594,24,5,0
9755,75,2,0
28812,97,1,1
10575,36,4,1
7022,99,4,1
22212,18,6,1
40192,15,8,0
811,37,5,1
8027,43,10,1
5166,67,10,1
3731,83,3,1
49565,97,9,1
33031,53,7,0
1912,13,1,1
48228,82,2,1
30901,92,2,1
18728,3,9,1
24260,2,4,1
35159,98,8,0
16910,40,9,1
23657,88,7,0
39381,14,6,0
26309,91,4,1
17846,22,9,0
39815,7,10,1
43511,31,4,0
23311,34,1,1
14373,19,10,1
11266,48,5,0
13016,22,1,0
40000,13,8,1
8674,68,7,0
49188,28,1,0
29854,30,2,1
33463,71,10,1
38782,89,2,1
7744,71,4,1
29315,11,5,0
5238,61,2,1
46860,42,7,0
38412,75,4,1
24974,94,10,1
36260,31,9,0
5033,81,9,1
9818,99,1,0
30914,45,5,1
43967,14,4,1
41407,94,6,1
49176,56,4,1
38960,35,7,0
21619,40,6,0
27355,21,5,1
47279,21,9,0
6368,58,8,1
23955,99,5,0
19101,80,8,1
25864,33,5,1
36396,40,1,0
18077,59,8,1
32969,90,7,1
36532,77,6,0
22329,36,6,0
26420,29,9,0
25485,71,6,1
13939,31,8,0
1180,10,10,1
44551,50,5,0
20117,12,5,1
37455,58,9,1
40477,87,3,1
31645,71,5,0
13663,30,9,1
3749,64,2,0
31882,36,6,1
16136,77,9,1
46601,37,6,1
28613,66,3,1
44947,39,3,0
41023,76,3,0
2817,90,3,1
35854,70,1,1
23126,43,5,1
9461,39,7,1
70,3,10,1
16098,66,9,1
24004,90,2,1
28220,35,5,0
18372,78,8,1
17397,28,7,1
7965,20,4,1
32681,34,4,1
2458,62,6,1
47366,11,3,1
10908,10,6,1
9315,62,9,1
29909,67,4,1
49603,91,1,0
46496,41,8,1
27274,57,6,1
27311,11,6,0
8092,36,4,1
20929,18,2,1
2572,99,4,1
4970,60,2,0
24090,87,3,1
44917,46,7,1
9899,10,4,0
42759,66,7,1
23830,18,8,0
7177,94,1,1
2042,5,4,1
32686,92,9,0
13402,73,6,1
18294,81,5,1
2374,88,3,0
12008,23,3,0
29977,57,6,0
48111,68,5,1
35910,49,10,0
5851,35,9,0
49990,24,8,1
42445,76,10,1
1258,29,1,1
21812,2,7,1
45342,73,7,1
6703,38,9,1
31591,57,10,1
24706,34,2,0
28873,23,10,1
47367,6,10,1
3424,88,7,1
49121,43,3,0
29785,17,6,1
5488,86,2,1
48182,14,1,0
32231,98,5,0
35190,94,9,0
29272,80,7,0
32677,2,8,0
40133,91,9,1
13135,18,5,1
21841,23,10,1
8247,53,7,1
18049,80,10,1
3039,69,1,0
35442,88,2,1
40148,25,6,0
48722,10,2,0
47072,73,3,1
4433,19,2,0
7407,88,3,1
44744,88,3,1
28067,71,1,1
12060,36,9,0
6187,21,1,0
4372,95,1,0
1249,7,4,1
33073,60,1,1
15102,43,9,1
1059,69,1,0
662,90,9,1
1638,83,3,1
37759,94,10,0
33534,92,8,0
37730,50,7,1
3170,85,8,1
32698,74,6,1
14664,11,1,1
14768,67,7,0
41767,22,5,1
35803,83,8,1
25174,34,5,1
39480,11,7,0
41219,46,3,0
11652,93,8,0
16978,77,6,1
8547,20,10,1
30800,17,9,0
3348,87,2,0
13130,98,10,0
16195,47,8,1
42351,55,4,1
17024,4,4,0
46317,56,9,1
3164,4,9,1
5103,96,10,1
47163,84,10,1
42973,35,9,0
40107,52,2,1
39691,36,10,1
43024,61,3,0
42507,46,2,1
48461,76,8,1
9484,72,5,1
39253,29,6,0
8517,42,2,1
13727,13,2,0
23374,58,2,1
41735,12,5,0
27214,34,4,1
6183,56,2,0
31420,19,10,1
39155,5,7,1
22993,13,8,1
18984,92,7,1
16570,86,8,0
19534,6,7,0
32386,78,3,1
46320,65,3,0
1931,17,10,1
11226,8,8,0
38723,56,5,1
27847,100,2,1
2658,65,5,0
8708,42,4,0
35756,72,5,0
44974,85,7,1
20422,48,9,1
13797,4,10,0
8865,92,9,0
48070,61,2,1
28421,9,4,1
17617,96,5,0
18254,30,2,1
35543,25,1,1
34725,93,4,0
31393,99,8,1
11694,25,2,1
5129,51,2,1
4002,45,9,1
28736,21,10,1
25472,86,8,1
14023,98,3,0
17681,33,10,0
32316,74,9,0
368,97,1,1
29605,70,8,1
34023,42,9,1
29247,58,6,0
10365,80,10,1
40237,99,5,0
33923,51,3,0
28424,86,7,1
11265,51,5,1
45187,100,9,1
37936,97,10,1
47549,76,5,1
3316,16,10,0
10607,70,8,0
23025,34,6,1
43838,89,8,0
24111,27,6,0
29989,91,4,1
35849,44,1,0
14275,99,5,1
5674,5,6,1
1459,8,5,0
2966,14,10,0
15560,58,5,1
9701,65,2,0
12664,66,5,0
3846,65,8,0
49748,97,6,1
6421,13,7,0
2002,36,8,0
23902,91,6,0
26881,54,5,1
31007,10,1,1
40192,40,9,0
47727,34,7,1
12410,9,5,1
31423,68,9,0
6392,33,1,0
5623,23,2,1
6934,70,8,0
34497,46,2,0
21984,11,8,1
32273,48,2,1
1697,53,9,0
11324,5,8,1
38456,5,9,1
23879,6,4,1
17117,14,7,1
47444,5,7,0
22192,52,1,0
26468,90,5,0
28477,5,10,0
33077,33,9,1
37919,57,3,1
29422,43,8,1
13405,72,6,1
5466,48,9,1
47738,44,2,0
31606,45,10,0
45847,6,4,0
38889,19,6,1
41471,51,6,1
38611,26,5,1
34447,100,9,0
20423,50,6,0
26861,76,9,0
34144,36,6,1
21089,74,6,1
30089,80,6,0
36968,73,1,0
14085,83,6,0
37013,15,7,1
26224,33,3,1
44475,94,4,1
22164,36,5,0
33057,73,4,0
14229,99,5,0
15066,52,8,1
19673,70,9,1
38856,6,5,1
6429,77,5,1
18195,97,8,1
19721,66,8,0
45851,68,10,1
40036,29,1,0
31596,97,5,0
17567,55,3,1
18884,43,2,0
21974,56,10,0
35983,37,7,1
30263,46,8,1
46139,91,3,1
12093,77,9,0
720,69,4,0
26780,38,6,0
17425,74,1,0
40594,43,7,0
17603,92,3,0
16486,9,9,0
14984,45,1,1
24728,70,5,0
8066,16,9,1
37046,25,5,0
23955,33,7,0
39795,58,10,1
11164,86,7,1
24791,57,4,1
7492,54,7,1
45156,29,4,1
24076,5,4,1
15882,28,7,1
39546,60,10,1
8760,12,4,0
14368,75,6,1
42723,20,9,1
32891,99,9,1
11558,45,10,1
46891,50,1,1
41490,73,7,0
549,80,2,1
13870,98,6,1
22082,83,1,1
46799,19,6,0
1419,47,1,1
46202,51,6,1
28323,87,8,0
14222,15,2,0
12480,89,4,1
43998,61,8,0
48660,67,8,1
2834,14,5,1
5874,7,3,1
34479,34,10,1
26595,48,3,0
21583,47,1,0
7023,8,10,1
37790,13,8,1
20196,33,10,1
3659,48,1,0
15166,99,1,1
22459,81,1,0
16005,99,4,0
43220,94,8,1
12463,32,3,1
18123,23,2,1
30361,80,2,0
20464,32,1,0
34742,80,1,0
27717,58,5,0
35999,53,3,0
12672,97,2,1
34557,12,4,1
33427,72,8,1
43963,70,4,1
13101,38,4,0
36761,26,5,0
8452,66,8,1
47915,56,2,1
34438,76,7,1
10369,25,2,0
44918,31,6,1
3835,78,4,0
2230,59,7,0
37200,45,3,1
37464,92,10,1
40552,76,9,0
34790,72,4,0
23188,80,5,0
27526,71,2,1
8088,34,8,1
20187,87,7,1
36540,2,1,1
22845,40,10,1
6917,86,6,1
19830,86,2,0
13285,33,6,1
16765,84,3,0
1712,99,8,1
10297,86,8,0
5000,27,4,1
33426,97,8,0
48914,77,10,1
47524,94,10,1
48217,30,7,0
5053,99,7,0
2556,19,10,1
8270,18,4,1
40471,1,1,1
29713,98,6,0
48817,25,10,0
31628,63,1,1
11600,56,1,1
15620,52,1,1
32553,14,9,1
8848,37,1,0
30242,19,6,1
17196,80,7,1
27908,28,10,1
17718,5,3,0
20923,47,3,1
36593,96,1,1
46931,38,4,0
33620,27,1,1
9642,81,7,0
48989,55,9,0
31506,58,6,1
49271,2,1,1
10961,10,2,0
25755,1,4,1
27238,58,4,0
21271,87,2,1
5960,92,9,0
26307,70,6,0
38208,88,7,1
21803,77,6,1
46363,18,3,1
24853,75,4,1
23729,93,10,0
44762,8,4,1
47733,48,5,1
60,22,3,0
19110,31,2,0
1432,36,5,0
26680,98,9,1
1370,58,3,1
42835,22,8,1
1296,8,4,0
10118,52,10,0
36276,5,9,0
5154,19,9,1
8909,65,2,1
43513,93,5,0
39784,33,6,1
4652,38,9,0
44387,99,7,0
29405,36,6,1
44775,62,3,1
3563,99,10,1
29174,3,6,1
33027,31,9,1
9449,70,4,0
4761,54,8,1
3941,66,6,0
38530,1,3,0
13125,80,1,1
114,97,1,0
31529,59,6,0
36355,47,4,0
7810,62,2,0
27417,42,10,1
16633,41,5,1
13814,92,2,1
4353,59,3,1
15647,30,4,1
25446,12,1,0
44049,13,5,1
6088,31,1,1
9138,34,8,1
24447,77,8,1
12634,8,8,0
9102,63,2,1
10558,90,4,1
19227,33,9,1
35575,68,3,0
855,90,2,0
42578,33,5,1
39204,94,2,0
47422,87,5,1
23297,29,7,1
41330,6,10,1
11328,70,5,0
867,17,6,1
15973,75,1,0
15367,79,8,1
4787,4,9,0
34333,43,4,1
16335,2,5,0
49012,33,6,0
49923,69,4,1
5213,85,5,1
18547,90,4,1
4963,60,8,0
8742,38,4,1
41525,98,3,1
39909,90,7,0
14969,79,4,1
31934,42,8,1
19825,62,4,0
44672,87,9,0
33281,49,5,0
41056,25,9,1
14813,55,3,0
48196,81,6,1
1134,57,2,0
42920,59,8,1
23992,81,4,1
21522,17,5,0
27968,28,6,0
15572,86,1,1
45758,9,2,1
41318,73,9,0
21621,83,2,1
21316,11,10,0
22237,19,1,1
27983,66,9,1
22544,93,6,1
31829,81,3,0
43423,78,9,0
12321,61,6,1
22580,21,1,0
17344,73,7,0
37139,47,6,0
43282,97,1,0
27141,100,8,0
3688,67,6,1
2127,10,5,0
45323,59,1,1
17232,68,8,1
37613,78,10,0
39737,2,4,1
46652,48,8,0
1955,1,8,0
15227,10,7,0
29304,18,9,1
9389,67,8,1
22862,97,6,0
330,31,4,1
9793,72,2,0
27238,12,7,0
22174,25,5,1
2767,39,3,1
22926,51,5,1
45552,12,7,1
14768,29,7,1
1646,46,9,1
10301,93,9,1
5841,66,6,0
25513,28,6,0
31661,29,4,0
34292,5,8,1
31595,86,2,0
46935,97,3,0
34953,59,5,1
48110,7,6,0
10473,94,8,0
38239,64,1,0
19124,13,6,0
13899,42,4,1
15980,100,5,0
22201,48,6,1
24108,25,2,1
23222,33,10,1
35274,10,7,0
17991,1,1,1
9286,5,4,1
41526,32,7,0
40560,14,7,1
27508,27,5,0
1436,49,6,0
2409,23,6,0
4954,22,3,1
16162,14,6,0
25027,80,6,0
38364,66,7,1
274,64,4,1
19580,2,2,1
23247,30,3,1
11724,1,4,1
20272,18,4,1
41486,89,4,1
2800,52,4,0
24830,61,8,1
5550,76,2,0
27346,59,5,0
42343,43,9,1
48521,19,4,0
28624,94,7,1
13244,11,9,0
6962,78,10,1
3726,97,9,0
18232,32,4,0
25709,46,2,1
33624,79,7,0
46601,25,3,1
3762,55,2,0
40718,41,8,1
12526,20,8,0
27475,32,9,0
25403,20,1,0
27418,47,1,0
46725,27,3,0
1293,28,1,0
32336,67,1,1
18806,88,5,1
21139,15,8,1
6828,65,1,0
9947,43,1,0
19300,4,6,1
9613,7,8,1
7988,77,7,0
15018,20,9,1
38363,74,6,1
48832,96,7,1
17272,81,2,1
34803,63,4,1
27892,3,10,1
13335,7,10,1
22142,9,3,1
13113,15,9,1
23962,89,8,1
28421,26,4,1
30225,71,2,1
28309,97,8,1
30523,58,3,1
2120,37,1,1
44882,58,1,1
42475,53,4,0
7747,37,10,0
35407,3,8,1
41267,68,6,1
26164,65,3,1
47791,88,1,0
15092,51,9,1
5578,15,10,1
46418,47,6,0
8258,70,7,1
18633,79,5,1
40708,14,8,1
17178,77,10,0
21293,25,10,1
17187,25,9,1
26004,28,4,0
6217,70,5,1
41633,31,8,1
37838,60,5,0
40888,72,6,1
11897,70,1,1
2236,18,2,0
47800,19,4,1
39052,87,3,0
43054,45,9,0
9652,74,2,1
20726,22,2,1
12457,85,2,0
39219,20,6,1
17492,77,2,0
26188,47,9,1
12068,87,7,0
6494,46,8,0
5203,23,10,0
23002,40,10,0
20445,25,8,0
48971,70,2,1
24911,39,4,0
9705,23,2,1
4383,12,10,1
47566,4,9,0
24627,12,10,1
30704,68,8,1
5338,58,4,1
40089,29,3,0
5801,79,1,1
19036,13,9,1
6981,5,6,1
31549,23,6,1
43128,34,9,1
44704,31,8,0
13257,25,6,0
2180,87,4,1
10631,63,3,0
28444,76,7,1
49108,69,10,1
5343,62,1,0
38466,34,5,1
11749,100,8,0
44739,89,6,1
26532,84,6,1
2205,91,6,0
39849,68,4,0
46210,82,1,1
48115,78,9,1
19350,93,4,1
1515,36,8,1
17213,28,6,1
45708,74,1,0
30708,94,5,0
20225,52,5,0
5647,7,4,1
43570,17,6,0
8882,100,8,0
46894,16,7,1
7713,96,4,1
35829,52,10,1
43593,80,7,1
40536,50,1,1
6047,16,5,1
40938,87,5,0
45207,77,6,0
14341,76,1,0
48346,1,3,1
41805,59,8,1
32354,15,2,1
20821,98,2,0
36083,45,1,1
4201,62,6,1
21391,10,6,1
27922,87,3,0
23770,59,1,1
7782,13,4,1
43479,50,6,0
11806,58,4,1
41088,10,5,0
42670,90,8,1
26060,2,9,1
17990,100,7,0
29796,20,5,1
45057,67,7,0
42565,57,9,1
12193,81,6,0
26615,23,4,1
8312,61,3,1
30844,29,2,1
9777,39,2,0
26189,26,10,0
45331,40,1,0
42498,67,9,1
38893,25,2,0
29356,39,9,0
352,35,9,1
16802,3,9,1
44707,81,1,0
47446,38,6,1
6084,85,1,1
6985,23,2,1
12507,31,6,0
33220,92,9,1
35023,13,4,1
40901,61,5,1
22211,36,4,1
38737,86,1,0
12591,70,7,1
18516,10,2,1
7115,1,1,0
15559,13,5,1
47487,26,10,1
27853,82,3,0
8360,21,10,1
28528,85,10,1
8258,87,4,0
15799,100,8,1
24480,86,8,1
13083,74,1,1
17365,56,1,0
40486,1,3,0
42078,35,9,0
21002,41,4,0
36044,7,2,0
36484,74,2,0
39365,99,4,1
16430,62,9,1
14784,45,4,1
14432,87,3,0
19612,31,2,1
1613,67,9,0
78,53,5,0
701,61,4,0
3089,9,1,1
16760,20,2,0
12737,8,5,1
17059,99,5,1
16897,18,3,0
324,69,4,0
29308,54,8,1
43500,99,6,0
21992,64,8,1
2205,35,7,1
49199,88,1,0
14996,85,5,0
15708,74,8,1
9395,58,1,1
10722,93,1,1
5597,65,3,0
12593,30,4,1
46732,96,5,1
13008,4,1,0
1245,77,3,0
17167,24,1,0
2955,54,3,0
19083,88,3,0
32494,43,10,1
18711,84,2,0
33887,62,6,1
8739,34,7,1
30821,93,6,0
36317,5,8,0
32182,36,2,1
42677,59,3,0
4597,47,4,1
41512,99,6,1
45986,71,10,0
24139,33,3,0
4442,91,8,1
27452,15,4,1
48826,12,6,1
4443,15,6,0
28097,39,9,0
24546,5,3,1
34552,32,2,1
36167,14,5,0
4353,18,5,1
35364,30,2,1
23277,1,6,0
2421,38,6,0
9019,98,9,1
39553,33,6,0
17002,43,1,1
42275,55,3,1
7085,49,4,1
34980,47,10,1
2759,21,7,1
37839,17,9,0
12990,50,3,0
14571,58,4,1
3136,84,4,0
34444,21,7,1
17689,61,8,1
34423,9,3,1
23437,3,1,1
44035,46,2,1
13577,42,10,1
18832,10,7,0
34341,60,8,0
45125,82,8,0
45066,94,9,0
46448,52,4,1
25165,6,8,1
21476,51,3,1
13530,42,3,1
39970,13,6,1
42615,41,9,0
46251,20,1,0
40736,93,3,1
18412,94,2,1
33318,49,9,1
38534,91,9,0
9028,46,4,0
5413,77,2,0
42276,8,2,1
34544,48,2,1
41388,66,10,0
10948,60,10,0
28244,57,1,0
33197,38,3,0
26933,77,4,0
43122,97,1,1
19715,3,3,1
26629,42,7,0
15020,40,6,1
17935,68,6,1
46879,57,9,1
33484,66,10,1
20488,35,8,1
2542,69,5,1
19930,94,6,1
7215,77,9,1
42495,64,6,0
47940,51,3,1
18562,41,8,0
37704,97,2,1
1587,27,3,1
8179,36,3,1
8414,83,8,1
43769,13,4,1
11246,65,9,0
22726,81,2,1
8618,48,9,1
23227,35,1,1
26521,79,1,1
45771,40,10,0
47318,78,1,0
48497,21,5,1
4925,71,7,1
33778,55,7,0
35053,82,8,0
27635,45,1,1
34841,85,6,0
28846,80,3,1
36090,52,3,0
7132,9,4,0
36500,56,4,0
627,68,9,0
30140,69,6,1
26782,48,4,1
5552,40,10,1
10323,64,6,0
34545,73,5,0
36694,44,9,0
14803,4,6,0
23929,97,5,1
34191,20,2,1
7648,25,5,0
34994,66,6,1
11890,46,8,0
32327,64,1,0
42342,72,10,1
29976,79,3,0
46628,24,9,1
35549,49,3,1
8853,61,2,0
26821,48,2,0
11639,97,3,1
42164,53,9,1
41947,26,4,1
47880,35,9,1
4555,4,1,0
6578,75,5,1
4571,18,6,0
4297,98,6,0
33865,11,4,1
36817,80,10,0
17369,95,1,1
48525,74,6,0
6116,77,6,0
9619,37,8,0
44025,45,3,1
9402,8,1,1
45585,52,9,1
32654,46,5,0
48248,56,7,0
35750,93,4,0
964,7,3,1
9071,99,1,0
16278,36,5,0
38385,6,6,1
9343,51,8,1
14444,85,4,1
20613,13,2,1
2672,46,2,1
25267,99,2,1
44221,83,3,1
36134,4,8,0
29962,87,8,1
25846,47,5,0
3838,90,6,1
29721,86,3,1
45997,18,10,1
4345,51,4,1
45564,98,2,1
20322,89,7,1
47647,26,3,0
48539,75,6,1
19119,40,9,0
13117,47,8,1
48738,79,8,0
14126,46,3,1
40255,83,6,0
35268,100,9,0
14709,86,6,1
11347,84,8,1
34676,52,2,0
47465,90,2,1
46864,79,9,0
26439,37,3,0
1494,9,4,1
40904,22,3,1
44035,96,5,0
44914,88,7,0
24051,60,7,0
24929,91,1,0
36982,27,8,0
46321,93,10,1
44648,69,2,1
19531,80,1,0
34586,19,6,0
24674,26,6,1
28173,88,8,0
32322,54,5,1
4549,17,2,0
9134,48,1,1
15389,1,6,1
30276,2,2,0
33871,24,6,1
6157,96,2,1
36556,90,3,0
8162,7,8,0
20804,89,8,0
28809,51,5,0
48286,7,4,0
9842,26,6,1
26416,21,5,1
25040,55,2,0
36738,15,8,1
6177,65,6,0
37494,93,2,1
47988,86,8,0
21763,61,7,1
41680,8,5,1
27531,23,6,0
14140,41,5,1
557,53,6,1
3539,76,7,0
11986,94,8,0
5102,56,3,0
49002,14,6,1
33828,93,10,0
25503,66,10,0
29594,84,4,1
252,98,3,1
33807,78,7,0
18169,94,4,1
47048,100,2,1
41965,42,4,0
30192,62,8,1
4885,83,4,1
48080,7,3,1
10033,62,2,1
32597,60,10,1
36213,94,1,1
33543,16,2,0
12964,28,3,1
11668,50,1,1
26079,15,6,1
49146,18,5,1
12301,71,1,1
48646,86,7,1
19167,47,3,1
12599,62,6,0
12838,89,2,1
5535,44,3,0
46302,15,7,1
16813,32,2,1
499,70,9,1
4911,14,4,0
23397,15,9,1
29873,64,6,1
2655,25,7,0
8119,9,10,0
22511,65,5,1
47515,28,3,0
47183,71,1,0
5654,16,2,0
17550,90,4,1
40744,89,5,1
24200,83,6,0
22830,22,8,0
12409,15,3,0
21166,52,1,1
39773,59,8,1
20560,65,10,1
1749,67,3,1
16415,41,10,0
10064,54,10,0
20743,70,8,0
14871,75,5,1
35742,75,1,0
44381,10,4,1
3926,4,7,0
11813,29,1,0
16441,86,6,0
637,16,5,1
1661,97,10,1
40973,11,6,1
41701,16,5,1
49475,98,7,1
44577,8,9,1
25096,72,10,1
21755,92,4,1
39374,21,4,1
39971,56,10,1
201,90,10,0
4363,1,8,1
5237,47,10,1
6343,61,1,1
44573,83,9,0
41278,99,1,1
5559,94,10,0
20539,90,8,1
47588,10,4,1
21884,27,4,1
30239,15,3,1
7931,94,8,0
18986,71,9,1
9952,84,5,0
45580,18,10,1
33504,5,6,0
32283,32,6,0
2008,65,8,1
7394,79,8,1
24815,40,8,0
24721,46,10,0
7768,13,10,1
22063,55,9,0
11505,79,7,1
13125,68,9,0
21627,61,1,1
